ImageNum,Distances,PeroArea,PeroMeanIntensity,PeroTotalIntensity
5,7.47230743093129,107,119.317757009346,12767
5,16.6478711225628,33,60.8787878787879,2009
5,23,121,61.9090909090909,7491
5,12.3488615750511,28,63.6428571428571,1782
5,2.9010032292191,246,129.418699186992,31837
5,7.96887112585073,76,82.8684210526316,6298
5,8.78922396329698,111,100.738738738739,11182
5,10.2883333325439,44,64.25,2827
5,3,88,92.2386363636364,8117
5,0,50,76.68,3834
5,0,89,100.505617977528,8945
5,9.70521453582765,51,86.8627450980392,4430
5,1.40712543847381,108,106.435185185185,11495
5,0,135,84.5111111111111,11409
5,0,79,73.3417721518987,5794
5,0,125,96.208,12026
5,0,46,67.2608695652174,3094
5,1.71478309169032,89,81.5056179775281,7254
5,12,35,65.4857142857143,2292
5,3.5,66,52.5757575757576,3470
5,0,60,64.5166666666667,3871
5,0,80,65.1375,5211
5,0,65,88.2615384615385,5737
5,0,49,57.7142857142857,2828
5,0,48,59.2916666666667,2846
5,3.78595585500945,204,73.5637254901961,15007
5,0,85,67.2117647058824,5713
5,14.8654787171516,49,71.469387755102,3502
5,4.26167113961422,28,56.7142857142857,1588
5,0.571326944524076,146,109.719178082192,16019
5,0,133,90.4511278195489,12030
5,4.99677399157864,66,75.8181818181818,5004
5,0,123,64.0569105691057,7879
5,3.59012179329897,107,81.981308411215,8772
5,19.1634535573425,125,100.44,12555
5,7.12163717294568,217,109.290322580645,23716
5,23.8735780397549,60,76.55,4593
6,4.5,22,76,1672
6,9.41886116991581,35,81.3428571428571,2847
6,0,112,142.107142857143,15916
6,0,51,94.843137254902,4837
6,0,117,116.153846153846,13590
6,0,139,129.661870503597,18023
6,0,118,121.254237288136,14308
6,0,81,101.111111111111,8190
6,6.71954445729289,30,89.8666666666667,2696
6,5.28972270796522,91,128.835164835165,11724
6,0,49,102.448979591837,5020
6,0,79,121.253164556962,9579
6,0,54,115.5,6237
6,0,177,131.316384180791,23243
6,0,78,97.5384615384615,7608
6,0,48,102,4896
6,0,84,108.285714285714,9096
6,0,76,126.328947368421,9601
6,0,57,117.315789473684,6687
6,0,64,95.875,6136
6,5.20482998608621,56,96.1607142857143,5385
6,0,175,138.748571428571,24281
6,3.1545565084051,101,164.70297029703,16635
6,0,238,149.987394957983,35697
6,26.5688837074973,22,74.8181818181818,1646
6,2.67928986692833,104,122.5,12740
6,0,150,164.926666666667,24739
6,17.4639275193052,43,95.5348837209302,4108
6,0,142,151.338028169014,21490
6,0,124,126.112903225806,15638
6,0,60,84.55,5073
6,0,45,94.8222222222222,4267
6,0,111,133.954954954955,14869
6,0,39,101.025641025641,3940
6,4.92319070229666,24,77.3333333333333,1856
6,0,87,133.597701149425,11623
6,0,80,132.0625,10565
6,0,33,95.3030303030303,3145
6,0,46,115.217391304348,5300
6,0,42,83.2619047619048,3497
6,0,114,130.640350877193,14893
6,0,111,122.666666666667,13616
6,8.05956216348721,55,79.2727272727273,4360
6,4.93844718719117,22,88.5909090909091,1949
6,0,127,125.11811023622,15890
6,6.68658014162772,54,104.796296296296,5659
6,2.5,21,75.0952380952381,1577
6,0.698837366478687,98,140.234693877551,13743
6,0,44,106.318181818182,4678
6,0,58,128.068965517241,7428
6,6.93844718719117,28,97.1071428571429,2719
6,0,74,121.594594594595,8998
6,0,39,122.128205128205,4763
6,0,86,117.988372093023,10147
6,4.02817625711331,21,73.5238095238095,1544
6,4.03112887414927,53,108.716981132075,5762
6,0,126,133.396825396825,16808
6,2,71,131.661971830986,9348
6,0,46,116.304347826087,5350
6,2.47684992859562,42,108.809523809524,4570
6,2,117,124.820512820513,14604
6,0,82,109.707317073171,8996
6,3.80402597705031,31,75.0967741935484,2328
7,14.5743555913193,30,54.9666666666667,1649
7,30.6999966805206,28,46.1428571428571,1292
7,0,31,55.258064516129,1713
7,0,86,88.6279069767442,7622
7,2.93844718719117,33,44.1818181818182,1458
7,5.1467818008759,33,44.4242424242424,1466
7,6.93338185437345,20,45,900
7,0,51,78.4901960784314,4003
7,14.2135448574438,31,59.7741935483871,1853
7,42.9005322513025,53,54.5660377358491,2892
7,0,43,75.7674418604651,3258
7,0,70,94.4714285714286,6613
7,61.8420093969034,55,55.8727272727273,3073
7,0,63,87.2698412698413,5498
7,0,153,90.9803921568627,13920
7,1.77955355143233,47,51.4255319148936,2417
7,0,102,91.9705882352941,9381
7,10.0453610171873,39,51.4871794871795,2008
7,10.9164078649987,22,55.5909090909091,1223
7,5.06679136110989,72,57.9583333333333,4173
7,0.939390513202255,109,112.577981651376,12271
7,0,50,61.84,3092
7,9.1754534234215,63,51.0634920634921,3217
7,0,76,87.8026315789474,6673
7,2,77,84.4285714285714,6501
7,0,64,91.359375,5847
7,0,57,88.2105263157895,5028
7,27.4058489585178,72,72.4722222222222,5218
7,0,100,60.83,6083
7,0,50,73.9,3695
7,0,28,46.1785714285714,1293
7,15.2462944676008,79,64.3417721518987,5083
7,0,91,54.2417582417582,4936
7,2.5,36,52.3055555555556,1883
7,0,34,60.9117647058824,2071
7,0,68,72.75,4947
7,3.79025587563978,70,87.0428571428571,6093
7,2,33,48.2121212121212,1591
7,0,41,60.8780487804878,2496
7,0,50,86.2,4310
7,4.52769256906871,65,83.2615384615385,5412
7,0,59,85.5762711864407,5049
7,23.3345237791561,155,65.5741935483871,10164
7,34.3048215111323,33,52.7575757575758,1741
7,0,74,59.5675675675676,4408
7,28.9854713206652,65,52.2615384615385,3397
7,0,98,94.6632653061225,9277
7,0,97,66.340206185567,6435
7,0,112,70.1160714285714,7853
7,0,73,90.3835616438356,6598
7,0,157,83.6178343949045,13128
7,0,184,112.885869565217,20771
7,0,53,61.8679245283019,3279
7,0,113,96.8938053097345,10949
7,0,70,52.1142857142857,3648
7,0,159,67.0314465408805,10658
7,3.90312423743285,40,59.4,2376
7,2.05130297402839,50,47.94,2397
7,20.2388589282479,78,61.7051282051282,4813
7,3.19874716789674,74,88.972972972973,6584
7,0,66,84.469696969697,5575
7,3,32,51.53125,1649
7,0,146,109.794520547945,16030
7,2.40192276271067,66,51.1818181818182,3378
7,0,107,81.607476635514,8732
7,0,79,67.5949367088608,5340
7,0,43,52.7209302325581,2267
7,4.37848540829822,50,46.12,2306
7,0,85,96.7058823529412,8220
7,0,54,77.1851851851852,4168
7,65.4307248984017,44,81.4772727272727,3585
8,13.1451273297457,74,74.3513513513514,5502
8,20.1296737033692,89,54.4044943820225,4842
8,12.8461474500208,125,40.84,5105
8,2.90993991740666,172,78.0290697674419,13421
8,0,189,83.6772486772487,15815
8,4.27200187265877,48,40.9166666666667,1964
8,0,83,52.144578313253,4328
8,5.57948951265263,38,46.9736842105263,1785
8,2.95383380156806,170,65.6588235294118,11162
8,1.10555127546399,21,44.9523809523809,944
8,4.23872862413141,41,47.0731707317073,1930
8,0.469695256601128,53,58.2641509433962,3088
8,0,113,38.7610619469027,4380
8,0,86,78.7558139534884,6773
8,0,61,57.4590163934426,3505
8,0,158,86.246835443038,13627
8,1.04708202084594,73,56.3013698630137,4110
8,0,31,34.6451612903226,1074
8,0,24,31.7083333333333,761
8,0,91,64.0769230769231,5831
8,0,121,82.1074380165289,9935
8,0,204,77.593137254902,15829
8,0,70,66.6571428571429,4666
8,0,179,48.8659217877095,8747
8,1.96887112585073,71,46.5070422535211,3302
8,0,81,49.7160493827161,4027
8,0,90,44.1333333333333,3972
8,6.5,126,39.9523809523809,5034
8,0,78,67.8717948717949,5294
8,0,92,68.3260869565217,6286
8,0,39,33.9487179487179,1324
8,0,254,46.1259842519685,11716
8,0,112,51.8303571428571,5805
8,6.43692339724638,84,74.1904761904762,6232
8,11.5067291544333,49,38.1428571428571,1869
8,9,32,65.0625,2082
8,0,44,39.4545454545455,1736
8,69.9209263731946,110,56.7727272727273,6245
8,0,83,78.7831325301205,6539
8,0.337515849165958,44,42.2045454545455,1857
8,12.6327459504216,22,31.9090909090909,702
8,4.27471576997392,28,35.2857142857143,988
8,3.45049024320361,29,38,1102
8,7.86622034505864,49,44.9795918367347,2204
8,8,61,54.7049180327869,3337
8,9.38527899084946,49,46.4285714285714,2275
8,8.84122408774156,36,38.3333333333333,1380
8,15.97636544778,256,45.15234375,11559
8,0,123,41.7154471544715,5131
8,20.832671278646,39,37.7179487179487,1471
8,24.5724543317468,113,39.5929203539823,4474
8,0,92,83.7065217391304,7701
8,0,47,57.6170212765957,2708
8,0,25,34.64,866
8,18.6680694052418,70,41.3142857142857,2892
8,26.2745623366089,42,34.5238095238095,1450
8,7.03576136701719,55,39.8727272727273,2193
9,21.8377223398316,26,96.7307692307692,2515
9,129.768629569932,46,136.239130434783,6267
9,46.8721665810319,48,108.395833333333,5203
9,46.7037737373466,27,114.148148148148,3082
9,6.79425057693789,41,100.707317073171,4129
9,38.2744210500329,28,110.928571428571,3106
9,33.9822074389393,34,116.617647058824,3965
9,5.56225774829855,26,106.384615384615,2766
9,24.7842712474619,60,133.766666666667,8026
9,1.3098582948312,29,108.931034482759,3159
9,28.2289861392497,52,132.442307692308,6887
9,3.80788655293195,44,104.136363636364,4582
9,11.76831130648,27,100.148148148148,2704
9,16.9993160841716,23,99.7391304347826,2294
9,3.53325277350183,29,104.51724137931,3031
9,10.0996008838771,49,125.040816326531,6127
9,0,61,103.295081967213,6301
9,12.0208152801713,34,116.705882352941,3968
9,2.59901951359278,65,108.169230769231,7031
9,0.450490243203608,26,121.307692307692,3154
9,6.64804418592545,50,115.76,5788
9,1.52978926132399,70,130.271428571429,9119
9,14.4308696896618,35,122.8,4298
9,8.52600501505586,65,122.784615384615,7981
9,0,95,108.242105263158,10283
9,10.6849281313061,28,104.214285714286,2918
9,2,27,122.888888888889,3318
9,6.65264731843024,86,124.453488372093,10703
9,1.32716473969663,49,117.387755102041,5752
9,0,41,96.5121951219512,3957
9,2.68609772613742,107,124.383177570093,13309
9,0,38,134.078947368421,5095
9,0,26,102.846153846154,2674
9,0,33,126.909090909091,4188
9,0.637089411655296,117,142.589743589744,16683
9,11.7986948710035,38,98.5789473684211,3746
9,2.49517676953933,64,116.484375,7455
9,2.58276253029822,55,124.418181818182,6843
9,4.60977222864644,116,120.396551724138,13966
9,0,56,139.571428571429,7816
9,0,57,95.859649122807,5464
9,14.0086126631099,31,115.129032258065,3569
9,3.93915212268089,49,102.183673469388,5007
9,15.4504902432036,29,113.137931034483,3281
9,2.82842712474619,37,105,3885
9,0,42,118.47619047619,4976
9,0,43,111.883720930233,4811
9,15.519264032101,60,125.483333333333,7529
9,2,23,103.478260869565,2380
9,3.85407861176039,28,86.1428571428571,2412
9,10.2643375224737,157,118.624203821656,18624
9,1.40908576980338,146,140.746575342466,20549
9,0,36,116.944444444444,4210
9,0,45,107.8,4851
9,1,151,139.437086092715,21055
9,0,126,104.984126984127,13228
9,5.69670149443893,34,91.0294117647059,3095
9,1.43052322205041,22,101.590909090909,2235
9,0,47,105.617021276596,4964
9,8.73082381304621,27,85.6666666666667,2313
9,0.5,26,122.923076923077,3196
9,0,28,107.321428571429,3005
9,1.45049024320361,85,129.929411764706,11044
9,3.13836949127805,30,93.7,2811
9,7.78730498898727,27,115.666666666667,3123
9,12.7420585446483,43,100.441860465116,4319
9,0,37,137.162162162162,5075
9,0,50,104.84,5242
9,1.55666000757693,40,128.25,5130
9,0,36,130.055555555556,4682
9,7.72468173977547,50,120.88,6044
9,3.79272798507672,64,115,7360
9,5.37970512836412,23,116.086956521739,2670
9,0,55,140.036363636364,7702
9,0,27,120.37037037037,3250
9,2.79757296196886,44,106.25,4675
9,0.612767903371987,32,128.0625,4098
9,23.2074282316643,64,120.484375,7711
9,12.4901981823301,29,114.103448275862,3309
9,1.0256514870142,28,108.607142857143,3041
9,0,27,103.740740740741,2801
9,17.7327726756061,42,109.047619047619,4580
9,0,36,112.361111111111,4045
9,0,42,111.238095238095,4672
9,0,21,110.285714285714,2316
9,4.20820393249937,37,114.540540540541,4238
9,1.93844718719117,25,117.96,2949
9,8.68033988749895,24,114.291666666667,2743
9,21.2065391822594,35,126.857142857143,4440
9,44.9484216664432,24,107.583333333333,2582
9,48.1341820056421,46,141.95652173913,6530
9,15.1959614164311,34,115.352941176471,3922
9,9.96141556409519,55,159.290909090909,8761
10,0,103,117.563106796117,12109
10,0,83,118.012048192771,9795
10,2,48,121.875,5850
10,9.79358395580349,138,125.36231884058,17300
10,0,33,74.969696969697,2474
10,4.92319070229666,76,116.986842105263,8891
10,18.6643185013123,64,127.125,8136
10,16.9586187348509,34,119.882352941176,4076
10,31.6265874158196,65,115.246153846154,7491
10,23.4188611699158,84,96.5714285714286,8112
10,4.12310562561766,84,134.785714285714,11322
10,15.6998501557386,62,108.741935483871,6742
10,2.53669339902795,67,137.910447761194,9240
10,2.96887112585073,50,77.48,3874
10,0,52,104.615384615385,5440
10,2.49799939947952,107,115.364485981308,12344
10,29.1433366729436,69,94.0434782608696,6489
10,16.7093727122985,36,81.8333333333333,2946
10,2.06328748043448,77,94.987012987013,7314
10,0,77,130.441558441558,10044
10,10.4644660940673,43,124.441860465116,5351
10,12.3607905198307,54,96.462962962963,5209
10,0,48,105.3125,5055
10,0,47,116.957446808511,5497
10,0,95,143.273684210526,13611
10,0,106,118.471698113208,12558
10,4.46446609406726,48,92.1666666666667,4424
10,0,82,101.926829268293,8358
10,0,43,129.209302325581,5556
10,0,61,133.819672131148,8163
10,0,75,149.48,11211
10,0,52,137.192307692308,7134
10,1.74264068711928,49,120.816326530612,5920
10,0,89,135.483146067416,12058
10,0,178,156.88202247191,27925
10,7.79620297552739,51,145.901960784314,7441
10,0.403989156747565,53,95.7735849056604,5076
10,0,33,106.060606060606,3500
10,0.403989156747565,35,108.971428571429,3814
10,0,66,127.818181818182,8436
10,5.11577310586391,46,139.173913043478,6402
10,0,174,111.252873563218,19358
10,0,174,157.14367816092,27343
10,0,89,140.730337078652,12525
10,0,57,126.438596491228,7207
10,0,93,152.032258064516,14139
10,6.36396103067893,69,143.739130434783,9918
10,12.2058370253779,45,147.444444444444,6635
10,0.960827965449281,38,94.1578947368421,3578
10,7.21110255092798,82,164.487804878049,13488
10,0,87,173.563218390805,15100
10,0,58,126.689655172414,7348
10,0.664249402067625,40,106.725,4269
10,13.5753203233421,27,110.851851851852,2993
10,6.96244306133705,67,104.179104477612,6980
10,5.31507290636732,59,114.661016949153,6765
10,0,108,138.925925925926,15004
10,0,72,148.513888888889,10693
10,0.698837366478687,81,124.728395061728,10103
10,0,31,107.064516129032,3319
10,0,170,157.905882352941,26844
10,7.42858369401823,67,121.537313432836,8143
10,0.960827965449281,50,123.66,6183
10,0,36,102,3672
10,16.2173278571673,64,142.859375,9143
10,5.6139931818289,88,140.931818181818,12402
10,0,100,138.02,13802
10,1,86,126.883720930233,10912
